Modeling_Team_Input,Model_Run_Number_Input,Model_Run_Date_Time,Model_Type_Input,Model_Timestep_Resolution,Customer_Class_Input,Load_Profile_Master_Index,Load_Profile_Name_Input,Retail_Rate_Master_Index,Retail_Rate_Utility,Retail_Rate_Name_Output,Retail_Rate_Effective_Date,Solar_Profile_Master_Index,Solar_Profile_Name_Output,Solar_Profile_Description,Solar_Size_Input,Storage_Type_Input,Storage_Power_Rating_Input,Usable_Storage_Capacity_Input,Single_Cycle_RTE_Input,Parasitic_Storage_Load_Input,Storage_Control_Algorithm_Name,Storage_Control_Algorithm_Description,Storage_Control_Algorithms_Parameters_Filename,GHG_Reduction_Solution_Input,Equivalent_Cycling_Constraint_Input,Annual_RTE_Constraint_Input,ITC_Constraint_Input,Carbon_Adder_Incentive_Value_Input,Other_Incentives_or_Penalities,Emissions_Forecast_Signal_Input,Annual_GHG_Emissions_Baseline,Annual_GHG_Emissions_with_Solar_Only,Annual_GHG_Emissions_with_Solar_and_Storage,Annual_Customer_Bill_Baseline,Annual_Customer_Bill_with_Solar_Only,Annual_Customer_Bill_with_Solar_and_Storage,Annual_Grid_Cost_Baseline,Annual_Grid_Cost_with_Solar_Only,Annual_Grid_Cost_with_Solar_and_Storage,Annual_Equivalent_Storage_Cycles,Annual_RTE,Operational_Capacity_Factor,Annual_Demand_Charge_Cost_Baseline,Annual_Demand_Charge_Cost_with_Solar_Only,Annual_Demand_Charge_Cost_with_Solar_and_Storage,Annual_Energy_Charge_Cost_Baseline,Annual_Energy_Charge_Cost_with_Solar_Only,Annual_Energy_Charge_Cost_with_Solar_and_Storage,Annual_Peak_Demand_Baseline,Annual_Peak_Demand_with_Solar_Only,Annual_Peak_Demand_with_Solar_and_Storage,Annual_Total_Energy_Consumption_Baseline,Annual_Total_Energy_Consumption_with_Solar_Only,Annual_Total_Energy_Consumption_with_Solar_and_Storage,Output_Summary_Filename,Output_Description_Filename,Output_Visualizations_Filename,EV_Use,EV_Charge,EV_Gas_Savings,EV_GHG_Savings
Enel EnerNOC/SGIP Working Group,1,2018-04-08 20:39,Solar Plus Storage,15,Commercial and Industrial,,EnerNOC GreenButton San Francisco Office,,PG&E,E-19S (OLD),,,CSI PG&E Commercial & Industrial,,256,Lithium-Ion Battery,250,500,0.85,0.003,OSESMO Economic Dispatch,Open Source Energy Storage Model - Economic Dispatch,,GHG Signal Co-Optimization,0,0,1,15,,NP15 RT5M,2005.84335388234,1896.19124451553,1895.13117769136,1116599.40199451,1037010.67195712,986044.192088322,,,,45.4112158827581,0.687741659485308,0.0178126770061656,454226.48296,418927.608815627,367865.813934351,655177.845584506,610887.98969149,610983.304703971,1487.9976,1390.22944035477,1218.23125032256,6386236.8411004,5996472.0602577,6007099.12370135,OSESMO Reporting Inputs and Outputs.csv,,Multiple files - in same folder as Output Summary file.,,,,
